distance,slope,elevation
10684,0.003110993,461.0971305
10685,0.00371114,461.1008301
10686,0.004363496,461.118305
10687,0.005015852,461.13578
10688,0.005668208,461.1532549
10689,0.006320565,461.1707299
10690,0.006972921,461.1882048
10691,0.007625277,461.2056798
10692,0.008277633,461.2231547
10693,0.008929989,461.2406297
10694,0.009582345,461.2581046
10695,0.010234701,461.2755796
10696,0.010887058,461.2930545
10697,0.011539414,461.3105295
10698,0.01219177,461.3280044
10699,0.012844126,461.3454794
10700,0.013496482,461.3629543
10701,0.014148838,461.3804293
10702,0.014801194,461.3979042
10703,0.015453551,461.4153792
10704,0.016105907,461.4328541
10705,0.016758263,461.4503291
10706,0.017410619,461.467804
10707,0.017099229,461.4782549
10708,0.016787839,461.4887058
10709,0.016476449,461.4991566
10710,0.016165059,461.5096075
10711,0.015853669,461.5200584
10712,0.015542278,461.5305093
10713,0.015230888,461.5409602
10714,0.014919498,461.5514111
10715,0.014608108,461.5618619
10716,0.014296718,461.5723128
10717,0.013985328,461.5827637
10718,0.013673938,461.5932146
10719,0.013362548,461.6036655
10720,0.013051158,461.6141163
10721,0.012739768,461.6245672
10722,0.012428378,461.6350181
10723,0.012116987,461.645469
10724,0.011805597,461.6559199
10725,0.011494207,461.6663708
10726,0.011182817,461.6768216
10727,0.010871427,461.6872725
10728,0.010560037,461.6977234
10729,0.010480599,461.7051206
10730,0.010401161,461.7125177
10731,0.010321723,461.7199149
10732,0.010242285,461.7273121
10733,0.010162847,461.7347092
10734,0.010083409,461.7421064
10735,0.01000397,461.7495035
10736,0.009924532,461.7569007
10737,0.009845094,461.7642979
10738,0.009765656,461.771695
10739,0.009686218,461.7790922
10740,0.00960678,461.7864894
10741,0.009527342,461.7938865
10742,0.009447904,461.8012837
10743,0.009368466,461.8086809
10744,0.009289028,461.816078
10745,0.00920959,461.8234752
10746,0.009130152,461.8308723
10747,0.009050714,461.8382695
10748,0.008971276,461.8456667
10749,0.008891837,461.8530638
10750,0.008812399,461.860461
10751,0.008732961,461.8678582
10752,0.008653523,461.8752553
10753,0.008574085,461.8826525
10754,0.008494647,461.8900496
10755,0.008415209,461.8974468
10756,0.008335771,461.904844
10757,0.008256333,461.9122411
10758,0.008176895,461.9196383
10759,0.008097457,461.9270355
10760,0.008018019,461.9344326
10761,0.007938581,461.9418298
10762,0.007859143,461.949227
10763,0.007779704,461.9566241
10764,0.007700266,461.9640213
10765,0.007620828,461.9714184
10766,0.00754139,461.9788156
10767,0.007461952,461.9862128
10768,0.007382514,461.9936099
10769,0.007303076,462.0010071
10770,0.007198004,462.0060817
10771,0.007092933,462.0111564
10772,0.006987861,462.016231
10773,0.006882789,462.0213057
10774,0.006777717,462.0263803
10775,0.006672646,462.0314549
10776,0.006567574,462.0365296
10777,0.006462502,462.0416042
10778,0.006357431,462.0466788
10779,0.006252359,462.0517535
10780,0.006147287,462.0568281
10781,0.006042215,462.0619028
10782,0.005937144,462.0669774
10783,0.005832072,462.072052
10784,0.005727,462.0771267
10785,0.005621929,462.0822013
10786,0.005516857,462.0872759
10787,0.005411785,462.0923506
10788,0.005306713,462.0974252
10789,0.005201642,462.1024999
10790,0.00509657,462.1075745
10791,0.004925613,462.1088854
10792,0.004754656,462.1101962
10793,0.0045837,462.1115071
10794,0.004412743,462.112818
10795,0.004241786,462.1141288
10796,0.004070829,462.1154397
10797,0.003899873,462.1167506
10798,0.003728916,462.1180614
10799,0.003557959,462.1193723
10800,0.003387002,462.1206832
10801,0.003216046,462.1219941
10802,0.003045089,462.1233049
10803,0.002874132,462.1246158
10804,0.002703175,462.1259267
10805,0.002532218,462.1272375
10806,0.002361262,462.1285484
10807,0.002190305,462.1298593
10808,0.002019348,462.1311701
10809,0.001848391,462.132481
10810,0.001677435,462.1337919
10811,0.001506478,462.1351027
10812,0.001335521,462.1364136
10813,0.000926686,462.1204224
10814,0.000517851,462.1044312
10815,0.000109016,462.08844
10816,-0.000299819,462.0724488
10817,-0.000708654,462.0564575
10818,-0.001117489,462.0404663
10819,-0.001526324,462.0244751
10820,-0.00193516,462.0084839
10821,-0.002343995,461.9924927
10822,-0.00275283,461.9765015
10823,-0.003161665,461.9605103
10824,-0.0035705,461.9445191
10825,-0.003979335,461.9285278
10826,-0.00438817,461.9125366
10827,-0.004797005,461.8965454
10828,-0.00520584,461.8805542
10829,-0.005614675,461.864563
10830,-0.00602351,461.8485718
10831,-0.006432345,461.8325806
10832,-0.00684118,461.8165894
10833,-0.007250015,461.8005982
10834,-0.007658851,461.7846069
10835,-0.008067686,461.7686157
10836,-0.008476521,461.7526245
10837,-0.008885356,461.7366333
10838,-0.009294191,461.7206421
10839,-0.009703026,461.7046509
10840,-0.010111861,461.6886597
10841,-0.010520696,461.6726685
10842,-0.010929531,461.6566772
10843,-0.011338366,461.640686
10844,-0.011747201,461.6246948
10845,-0.012156036,461.6087036
10846,-0.012564871,461.5927124
10847,-0.012973706,461.5767212
10848,-0.013382542,461.56073
10849,-0.013791377,461.5447388
10850,-0.014200212,461.5287475
10851,-0.014609047,461.5127563
10852,-0.015017882,461.4967651
10853,-0.015426717,461.4807739
10854,-0.015835552,461.4647827
10855,-0.016479925,461.4357716
10856,-0.017124298,461.4067605
10857,-0.017768671,461.3777493
10858,-0.018413043,461.3487382
10859,-0.019057416,461.3197271
10860,-0.019701789,461.290716
10861,-0.020346162,461.2617049
10862,-0.020990535,461.2326938
10863,-0.021634908,461.2036826
10864,-0.022279281,461.1746715
10865,-0.022923654,461.1456604
10866,-0.023568026,461.1166493
10867,-0.024212399,461.0876382
10868,-0.024856772,461.058627
10869,-0.025501145,461.0296159
10870,-0.026145518,461.0006048
10871,-0.026789891,460.9715937
10872,-0.027434264,460.9425826
10873,-0.028078636,460.9135715
10874,-0.028723009,460.8845603
10875,-0.029367382,460.8555492
10876,-0.030011755,460.8265381
10877,-0.030150585,460.7926389
10878,-0.030289414,460.7587397
10879,-0.030428244,460.7248404
10880,-0.030567073,460.6909412
10881,-0.030705903,460.657042
10882,-0.030844732,460.6231428
10883,-0.030983562,460.5892436
10884,-0.031122392,460.5553443
10885,-0.031261221,460.5214451
10886,-0.031400051,460.4875459
10887,-0.03153888,460.4536467
10888,-0.03167771,460.4197475
10889,-0.031816539,460.3858483
10890,-0.031955369,460.351949
10891,-0.032094199,460.3180498
10892,-0.032233028,460.2841506
10893,-0.032371858,460.2502514
10894,-0.032510687,460.2163522
10895,-0.032649517,460.1824529
10896,-0.032788346,460.1485537
10897,-0.032927176,460.1146545
10898,-0.032459604,460.1029581
10899,-0.031992033,460.0912618
10900,-0.031524461,460.0795654
10901,-0.031056889,460.067869
10902,-0.030589317,460.0561727
10903,-0.030121746,460.0444763
10904,-0.029654174,460.0327799
10905,-0.029186602,460.0210835
10906,-0.028719031,460.0093872
10907,-0.028251459,459.9976908
10908,-0.027783887,459.9859944
10909,-0.027316315,459.9742981
10910,-0.026848744,459.9626017
10911,-0.026381172,459.9509053
10912,-0.0259136,459.939209
10913,-0.025446029,459.9275126
10914,-0.024978457,459.9158162
10915,-0.024510885,459.9041199
10916,-0.024043313,459.8924235
10917,-0.023575742,459.8807271
10918,-0.02310817,459.8690308
10919,-0.022640598,459.8573344
10920,-0.022173027,459.845638
10921,-0.021705455,459.8339416
10922,-0.021237883,459.8222453
10923,-0.020770312,459.8105489
10924,-0.02030274,459.7988525
10925,-0.019835168,459.7871562
10926,-0.019367596,459.7754598
10927,-0.018900025,459.7637634
10928,-0.018432453,459.7520671
10929,-0.017964881,459.7403707
10930,-0.01749731,459.7286743
10931,-0.017029738,459.716978
10932,-0.016562166,459.7052816
10933,-0.016094594,459.6935852
10934,-0.015627023,459.6818889
10935,-0.015159451,459.6701925
10936,-0.014691879,459.6584961
10937,-0.014224308,459.6467997
10938,-0.013756736,459.6351034
10939,-0.013289164,459.623407
10940,-0.012821592,459.6117106
10941,-0.012354021,459.6000143
10942,-0.011886449,459.5883179
10943,-0.011258656,459.5890122
10944,-0.010630864,459.5897065
10945,-0.010003071,459.5904007
10946,-0.009375279,459.591095
10947,-0.008747486,459.5917893
10948,-0.008119694,459.5924836
10949,-0.007491901,459.5931778
10950,-0.006864109,459.5938721
10951,-0.006236316,459.5945664
10952,-0.005608524,459.5952607
10953,-0.004980731,459.5959549
10954,-0.004352938,459.5966492
10955,-0.003725146,459.5973435
10956,-0.003097353,459.5980378
10957,-0.002469561,459.598732
10958,-0.001841768,459.5994263
10959,-0.001213976,459.6001206
10960,-0.000586183,459.6008149
10961,4.16E-05,459.6015091
10962,0.000669402,459.6022034
10963,0.000699423,459.6034921
10964,0.000729444,459.6047807
10965,0.000759465,459.6060694
10966,0.000789485,459.6073581
10967,0.000819506,459.6086468
10968,0.000849527,459.6099354
10969,0.000879548,459.6112241
10970,0.000909569,459.6125128
10971,0.00093959,459.6138015
10972,0.000969611,459.6150901
10973,0.000999632,459.6163788
10974,0.001029652,459.6176675
10975,0.001059673,459.6189561
10976,0.001089694,459.6202448
10977,0.001119715,459.6215335
10978,0.001149736,459.6228222
10979,0.001179757,459.6241108
10980,0.001209778,459.6253995
10981,0.001239798,459.6266882
10982,0.001269819,459.6279769
10983,0.00129984,459.6292655
10984,0.001329861,459.6305542
10985,0.0010504,459.619697
10986,0.000770939,459.6088399
10987,0.000491478,459.5979827
10988,0.000212016,459.5871256
10989,-6.74E-05,459.5762684
10990,-0.000346906,459.5654112
10991,-0.000626367,459.5545541
10992,-0.000905828,459.5436969
10993,-0.001185289,459.5328398
10994,-0.00146475,459.5219826
10995,-0.001744212,459.5111254
10996,-0.002023673,459.5002683
10997,-0.002303134,459.4894111
10998,-0.002582595,459.478554
10999,-0.002862056,459.4676968
11000,-0.003141517,459.4568396
11001,-0.003420978,459.4459825
11002,-0.00370044,459.4351253
11003,-0.003979901,459.4242682
11004,-0.004259362,459.413411
11005,-0.004538823,459.4025538
11006,-0.004818284,459.3916967
11007,-0.005097745,459.3808395
11008,-0.005377206,459.3699823
11009,-0.005656667,459.3591252
11010,-0.005936129,459.348268
11011,-0.00621559,459.3374109
11012,-0.006495051,459.3265537
11013,-0.006774512,459.3156965
11014,-0.007053973,459.3048394
11015,-0.007333434,459.2939822
11016,-0.007612895,459.2831251
11017,-0.007892357,459.2722679
11018,-0.008171818,459.2614107
11019,-0.008451279,459.2505536
11020,-0.00873074,459.2396964
11021,-0.009010201,459.2288393
11022,-0.009289662,459.2179821
11023,-0.009569123,459.2071249
11024,-0.009848585,459.1962678
11025,-0.010128046,459.1854106
11026,-0.010407507,459.1745535
11027,-0.010686968,459.1636963
11028,-0.010691292,459.1532371
11029,-0.010695616,459.1427779
11030,-0.010699941,459.1323187
11031,-0.010704265,459.1218595
11032,-0.010708589,459.1114003
11033,-0.010712913,459.1009411
11034,-0.010717237,459.0904819
11035,-0.010721561,459.0800227
11036,-0.010725886,459.0695635
11037,-0.01073021,459.0591043
11038,-0.010734534,459.0486451
11039,-0.010738858,459.0381858
11040,-0.010743182,459.0277266
11041,-0.010747507,459.0172674
11042,-0.010751831,459.0068082
11043,-0.010756155,458.996349
11044,-0.010760479,458.9858898
11045,-0.010764803,458.9754306
11046,-0.010769127,458.9649714
11047,-0.010773452,458.9545122
11048,-0.010777776,458.944053
11049,-0.0107821,458.9335938
11050,-0.010779949,458.9229141
11051,-0.010777798,458.9122344
11052,-0.010775647,458.9015547
11053,-0.010773497,458.890875
11054,-0.010771346,458.8801953
11055,-0.010769195,458.8695156
11056,-0.010767044,458.8588359
11057,-0.010764893,458.8481562
11058,-0.010762742,458.8374765
11059,-0.010760591,458.8267968
11060,-0.010758441,458.8161171
11061,-0.01075629,458.8054374
11062,-0.010754139,458.7947577
11063,-0.010751988,458.784078
11064,-0.010749837,458.7733983
11065,-0.010747686,458.7627186
11066,-0.010745535,458.7520389
11067,-0.010743385,458.7413592
11068,-0.010741234,458.7306795
11069,-0.010739083,458.7199998
11070,-0.010736932,458.7093201
11071,-0.010779498,458.6966761
11072,-0.010822063,458.6840321
11073,-0.010864629,458.6713881
11074,-0.010907195,458.6587441
11075,-0.01094976,458.6461002
11076,-0.010992326,458.6334562
11077,-0.011034892,458.6208122
11078,-0.011077457,458.6081682
11079,-0.011120023,458.5955242
11080,-0.011162589,458.5828802
11081,-0.011205155,458.5702362
11082,-0.01124772,458.5575922
11083,-0.011290286,458.5449482
11084,-0.011332852,458.5323043
11085,-0.011375417,458.5196603
11086,-0.011417983,458.5070163
11087,-0.011460549,458.4943723
11088,-0.011503114,458.4817283
11089,-0.01154568,458.4690843
11090,-0.011588246,458.4564403
11091,-0.011630811,458.4437963
11092,-0.011673377,458.4311524
11093,-0.011715943,458.4185084
11094,-0.011758508,458.4058644
11095,-0.011801074,458.3932204
11096,-0.01184364,458.3805764
11097,-0.011886205,458.3679324
11098,-0.011928771,458.3552884
11099,-0.011971337,458.3426444
11100,-0.012013902,458.3300004
11101,-0.012056468,458.3173565
11102,-0.012099034,458.3047125
11103,-0.0121416,458.2920685
11104,-0.012184165,458.2794245
11105,-0.012226731,458.2667805
11106,-0.012269297,458.2541365
11107,-0.012311862,458.2414925
11108,-0.012354428,458.2288485
11109,-0.012396994,458.2162045
11110,-0.012439559,458.2035606
11111,-0.012482125,458.1909166
11112,-0.012524691,458.1782726
11113,-0.012567256,458.1656286
11114,-0.012609822,458.1529846
11115,-0.012738523,458.1373116
11116,-0.012867223,458.1216387
11117,-0.012995924,458.1059657
11118,-0.013124624,458.0902928
11119,-0.013253325,458.0746198
11120,-0.013382026,458.0589469
11121,-0.013510726,458.0432739
11122,-0.013639427,458.0276009
11123,-0.013768128,458.011928
11124,-0.013896828,457.996255
11125,-0.014025529,457.9805821
11126,-0.014154229,457.9649091
11127,-0.01428293,457.9492362
11128,-0.014411631,457.9335632
11129,-0.014540331,457.9178902
11130,-0.014669032,457.9022173
11131,-0.014797733,457.8865443
11132,-0.014926433,457.8708714
11133,-0.015055134,457.8551984
11134,-0.015183834,457.8395255
11135,-0.015312535,457.8238525
11136,-0.014758002,457.8207494
11137,-0.014203469,457.8176463
11138,-0.013648935,457.8145433
11139,-0.013094402,457.8114402
11140,-0.012539869,457.8083371
11141,-0.011985336,457.805234
11142,-0.011430803,457.8021309
11143,-0.01087627,457.7990278
11144,-0.010321736,457.7959248
11145,-0.009767203,457.7928217
11146,-0.00921267,457.7897186
11147,-0.008658137,457.7866155
11148,-0.008103604,457.7835124
11149,-0.00754907,457.7804094
11150,-0.006994537,457.7773063
11151,-0.006440004,457.7742032
11152,-0.005885471,457.7711001
11153,-0.005330938,457.767997
11154,-0.004776405,457.7648939
11155,-0.004221871,457.7617909
11156,-0.003667338,457.7586878
11157,-0.003112805,457.7555847
11158,-0.003195066,457.7506597
11159,-0.003277327,457.7457348
11160,-0.003359588,457.7408098
11161,-0.003441849,457.7358849
11162,-0.00352411,457.7309599
11163,-0.003606371,457.726035
11164,-0.003688632,457.72111
11165,-0.003770893,457.716185
11166,-0.003853154,457.7112601
11167,-0.003935415,457.7063351
11168,-0.004017677,457.7014102
11169,-0.004099938,457.6964852
11170,-0.004182199,457.6915603
11171,-0.00426446,457.6866353
11172,-0.004346721,457.6817103
11173,-0.004428982,457.6767854
11174,-0.004511243,457.6718604
11175,-0.004593504,457.6669355
11176,-0.004675765,457.6620105
11177,-0.004758026,457.6570856
11178,-0.004840287,457.6521606
11179,-0.004758205,457.6508739
11180,-0.004676123,457.6495872
11181,-0.004594041,457.6483005
11182,-0.004511959,457.6470138
11183,-0.004429877,457.6457271
11184,-0.004347796,457.6444404
11185,-0.004265714,457.6431537
11186,-0.004183632,457.641867
11187,-0.00410155,457.6405803
11188,-0.004019468,457.6392936
11189,-0.003937386,457.6380068
11190,-0.003855304,457.6367201
11191,-0.003773222,457.6354334
11192,-0.00369114,457.6341467
11193,-0.003609058,457.63286
11194,-0.003526976,457.6315733
11195,-0.003444895,457.6302866
11196,-0.003362813,457.6289999
11197,-0.003280731,457.6277132
11198,-0.003198649,457.6264265
11199,-0.003116567,457.6251398
11200,-0.003034485,457.6238531
11201,-0.002952403,457.6225664
11202,-0.002870321,457.6212797
11203,-0.002788239,457.619993
11204,-0.002706157,457.6187063
11205,-0.002624076,457.6174196
11206,-0.002541994,457.6161329
11207,-0.002459912,457.6148462
11208,-0.00237783,457.6135595
11209,-0.002295748,457.6122728
11210,-0.002213666,457.6109861
11211,-0.002131584,457.6096993
11212,-0.002049502,457.6084126
11213,-0.00196742,457.6071259
11214,-0.001885338,457.6058392
11215,-0.001803256,457.6045525
11216,-0.001721175,457.6032658
11217,-0.001639093,457.6019791
11218,-0.001557011,457.6006924
11219,-0.001474929,457.5994057
11220,-0.001392847,457.598119
11221,-0.001310765,457.5968323
11222,-0.001428858,457.5929929
11223,-0.00154695,457.5891535
11224,-0.001665043,457.5853141
11225,-0.001783136,457.5814747
11226,-0.001901228,457.5776353
11227,-0.002019321,457.5737959
11228,-0.002137414,457.5699565
11229,-0.002255506,457.5661171
11230,-0.002373599,457.5622777
11231,-0.002491692,457.5584383
11232,-0.002609784,457.5545988
11233,-0.002727877,457.5507594
11234,-0.00284597,457.54692
11235,-0.002964062,457.5430806
11236,-0.003082155,457.5392412
11237,-0.003200248,457.5354018
11238,-0.00331834,457.5315624
11239,-0.003436433,457.527723
11240,-0.003554526,457.5238836
11241,-0.003672618,457.5200442
11242,-0.003790711,457.5162048
11243,-0.003683416,457.514801
11244,-0.00357612,457.5133972
11245,-0.003468825,457.5119934
11246,-0.003361529,457.5105896
11247,-0.003254234,457.5091858
11248,-0.003146938,457.5077819
11249,-0.003039643,457.5063781
11250,-0.002932347,457.5049743
11251,-0.002825052,457.5035705
11252,-0.002717756,457.5021667
11253,-0.002610461,457.5007629
11254,-0.002503165,457.4993591
11255,-0.00239587,457.4979553
11256,-0.002288574,457.4965515
11257,-0.002181278,457.4951477
11258,-0.002073983,457.4937439
11259,-0.001966687,457.49234
11260,-0.001859392,457.4909362
11261,-0.001752097,457.4895324
11262,-0.001644801,457.4881286
11263,-0.001537506,457.4867248
11264,-0.00143021,457.485321
11265,-0.001416531,457.4847513
11266,-0.001402852,457.4841817
11267,-0.001389174,457.483612
11268,-0.001375495,457.4830424
11269,-0.001361816,457.4824727
11270,-0.001348137,457.481903
11271,-0.001334459,457.4813334
11272,-0.00132078,457.4807637
11273,-0.001307101,457.4801941
11274,-0.001293422,457.4796244
11275,-0.001279743,457.4790547
11276,-0.001266065,457.4784851
11277,-0.001252386,457.4779154
11278,-0.001238707,457.4773458
11279,-0.001225028,457.4767761
11280,-0.00121135,457.4762064
11281,-0.001197671,457.4756368
11282,-0.001183992,457.4750671
11283,-0.001170313,457.4744975
11284,-0.001156634,457.4739278
11285,-0.001142956,457.4733581
11286,-0.001129277,457.4727885
11287,-0.001115598,457.4722188
11288,-0.001101919,457.4716492
11289,-0.001088241,457.4710795
11290,-0.001074562,457.4705098
11291,-0.001060883,457.4699402
11292,-0.001047204,457.4693705
11293,-0.001033525,457.4688009
11294,-0.001019847,457.4682312
11295,-0.001006168,457.4676615
11296,-0.000992489,457.4670919
11297,-0.00097881,457.4665222
11298,-0.000965132,457.4659525
11299,-0.000951453,457.4653829
11300,-0.000937774,457.4648132
11301,-0.000924095,457.4642436
11302,-0.000910416,457.4636739
11303,-0.000896738,457.4631042
11304,-0.000883059,457.4625346
11305,-0.00086938,457.4619649
11306,-0.000855701,457.4613953
11307,-0.000842023,457.4608256
11308,-0.000828344,457.4602559
11309,-0.000814665,457.4596863
11310,-0.000800986,457.4591166
11311,-0.000787307,457.458547
11312,-0.000773629,457.4579773
11313,-0.00075995,457.4574076
11314,-0.000746271,457.456838
11315,-0.000732592,457.4562683
11316,-0.000718914,457.4556987
11317,-0.000705235,457.455129
11318,-0.000691556,457.4545593
11319,-0.000677877,457.4539897
11320,-0.000664198,457.45342
11321,-0.00065052,457.4528504
11322,-0.000636841,457.4522807
11323,-0.000623162,457.451711
11324,-0.000609483,457.4511414
11325,-0.000595805,457.4505717
11326,-0.000582126,457.4500021
11327,-0.000568447,457.4494324
11328,-0.000651352,457.445445
11329,-0.000734256,457.4414576
11330,-0.000817161,457.4374703
11331,-0.000900066,457.4334829
11332,-0.00098297,457.4294955
11333,-0.001065875,457.4255081
11334,-0.00114878,457.4215207
11335,-0.001231684,457.4175333
11336,-0.001314589,457.413546
11337,-0.001397494,457.4095586
11338,-0.001480398,457.4055712
11339,-0.001563303,457.4015838
11340,-0.001646208,457.3975964
11341,-0.001729112,457.393609
11342,-0.001812017,457.3896217
11343,-0.001894922,457.3856343
11344,-0.001977826,457.3816469
11345,-0.002060731,457.3776595
11346,-0.002143636,457.3736721
11347,-0.00222654,457.3696847
11348,-0.002309445,457.3656974
11349,-0.002392349,457.36171
11350,-0.002475254,457.3577226
11351,-0.002558159,457.3537352
11352,-0.002641063,457.3497478
11353,-0.002723968,457.3457604
11354,-0.002806873,457.3417731
11355,-0.002889777,457.3377857
11356,-0.002972682,457.3337983
11357,-0.003055587,457.3298109
11358,-0.003138491,457.3258235
11359,-0.003221396,457.3218361
11360,-0.003304301,457.3178488
11361,-0.003387205,457.3138614
11362,-0.00347011,457.309874
11363,-0.003553015,457.3058866
11364,-0.003635919,457.3018992
11365,-0.003718824,457.2979118
11366,-0.003801729,457.2939245
11367,-0.003884633,457.2899371
11368,-0.003967538,457.2859497
11369,-0.00418528,457.2772798
11370,-0.004403023,457.2686099
11371,-0.004620765,457.25994
11372,-0.004838507,457.2512701
11373,-0.005056249,457.2426002
11374,-0.005273992,457.2339303
11375,-0.005491734,457.2252604
11376,-0.005709476,457.2165905
11377,-0.005927219,457.2079206
11378,-0.006144961,457.1992507
11379,-0.006362703,457.1905808
11380,-0.006580445,457.1819109
11381,-0.006798188,457.173241
11382,-0.00701593,457.1645711
11383,-0.007233672,457.1559012
11384,-0.007451415,457.1472313
11385,-0.007669157,457.1385614
11386,-0.007886899,457.1298915
11387,-0.008104641,457.1212216
11388,-0.008322384,457.1125517
11389,-0.008540126,457.1038818
11390,-0.008929682,457.0869473
11391,-0.009319239,457.0700128
11392,-0.009708795,457.0530784
11393,-0.010098351,457.0361439
11394,-0.010487908,457.0192094
11395,-0.010877464,457.0022749
11396,-0.011267021,456.9853404
11397,-0.011656577,456.9684059
11398,-0.012046133,456.9514715
11399,-0.01243569,456.934537
11400,-0.012825246,456.9176025
11401,-0.013214802,456.900668
11402,-0.013604359,456.8837335
11403,-0.013993915,456.8667991
11404,-0.014383471,456.8498646
11405,-0.014773028,456.8329301
11406,-0.015162584,456.8159956
11407,-0.015552141,456.7990611
11408,-0.015941697,456.7821266
11409,-0.016331253,456.7651922
11410,-0.01672081,456.7482577
11411,-0.017110366,456.7313232
11412,-0.017055436,456.7151321
11413,-0.017000507,456.698941
11414,-0.016945577,456.6827499
11415,-0.016890647,456.6665588
11416,-0.016835718,456.6503677
11417,-0.016780788,456.6341766
11418,-0.016725858,456.6179855
11419,-0.016670929,456.6017944
11420,-0.016615999,456.5856033
11421,-0.016561069,456.5694122
11422,-0.01650614,456.5532211
11423,-0.01645121,456.53703
11424,-0.016396281,456.5208389
11425,-0.016341351,456.5046478
11426,-0.016286421,456.4884567
11427,-0.016231492,456.4722656
11428,-0.016176562,456.4560745
11429,-0.016121632,456.4398834
11430,-0.016066703,456.4236923
11431,-0.016011773,456.4075012
11432,-0.016137296,456.3859664
11433,-0.01626282,456.3644317
11434,-0.016388343,456.3428969
11435,-0.016513867,456.3213621
11436,-0.01663939,456.2998274
11437,-0.016764914,456.2782926
11438,-0.016890437,456.2567578
11439,-0.017015961,456.2352231
11440,-0.017141484,456.2136883
11441,-0.017267008,456.1921535
11442,-0.017392531,456.1706188
11443,-0.017518055,456.149084
11444,-0.017643578,456.1275493
11445,-0.017769102,456.1060145
11446,-0.017894625,456.0844797
11447,-0.018020148,456.062945
11448,-0.018145672,456.0414102
11449,-0.018271195,456.0198754
11450,-0.018396719,455.9983407
11451,-0.018522242,455.9768059
11452,-0.018647766,455.9552711
11453,-0.018773289,455.9337364
11454,-0.018898813,455.9122016
11455,-0.019024336,455.8906668
11456,-0.01914986,455.8691321
11457,-0.019275383,455.8475973
11458,-0.019400907,455.8260625
11459,-0.01952643,455.8045278
11460,-0.019651953,455.782993
11461,-0.019777477,455.7614582
11462,-0.019903,455.7399235
11463,-0.020028524,455.7183887
11464,-0.020154047,455.696854
11465,-0.020279571,455.6753192
11466,-0.020405094,455.6537844
11467,-0.020530618,455.6322497
11468,-0.020656141,455.6107149
11469,-0.020781665,455.5891801
11470,-0.020907188,455.5676454
11471,-0.021032712,455.5461106
11472,-0.021158235,455.5245758
11473,-0.021283759,455.5030411
11474,-0.021409282,455.4815063
11475,-0.021381872,455.4613952
11476,-0.021354461,455.4412841
11477,-0.021327051,455.4211731
11478,-0.02129964,455.401062
11479,-0.02127223,455.3809509
11480,-0.021244819,455.3608398
11481,-0.021217409,455.3407287
11482,-0.021189999,455.3206176
11483,-0.021162588,455.3005066
11484,-0.021135178,455.2803955
11485,-0.021107767,455.2602844
11486,-0.021080357,455.2401733
11487,-0.021052946,455.2200622
11488,-0.021025536,455.1999511
11489,-0.020998125,455.1798401
11490,-0.020970715,455.159729
11491,-0.020943305,455.1396179
11492,-0.020915894,455.1195068
11493,-0.020888484,455.0993957
11494,-0.020861073,455.0792846
11495,-0.020833663,455.0591736
11496,-0.020806252,455.0390625
11497,-0.020778842,455.0189514
11498,-0.020868078,454.9955246
11499,-0.020957313,454.9720978
11500,-0.021046548,454.9486709
11501,-0.021135784,454.9252441
11502,-0.021225019,454.9018173
11503,-0.021314255,454.8783905
11504,-0.021403491,454.8549637
11505,-0.021492726,454.8315368
11506,-0.021581962,454.80811
11507,-0.021671197,454.7846832
11508,-0.021760433,454.7612564
11509,-0.021849668,454.7378296
11510,-0.021938904,454.7144027
11511,-0.022028139,454.6909759
11512,-0.022117375,454.6675491
11513,-0.02220661,454.6441223
11514,-0.022295846,454.6206955
11515,-0.022385081,454.5972686
11516,-0.022474317,454.5738418
11517,-0.022563552,454.550415
11518,-0.022933179,454.5204037
11519,-0.023302807,454.4903925
11520,-0.023672434,454.4603812
11521,-0.024042061,454.4303699
11522,-0.024411689,454.4003587
11523,-0.024781316,454.3703474
11524,-0.025150944,454.3403362
11525,-0.025520571,454.3103249
11526,-0.025890198,454.2803136
11527,-0.026259826,454.2503024
11528,-0.026629453,454.2202911
11529,-0.02699908,454.1902798
11530,-0.027368708,454.1602686
11531,-0.027738335,454.1302573
11532,-0.028107962,454.100246
11533,-0.02847759,454.0702348
11534,-0.028847217,454.0402235
11535,-0.029216845,454.0102123
11536,-0.029586472,453.980201
11537,-0.029956099,453.9501897
11538,-0.030325727,453.9201785
11539,-0.030695354,453.8901672
11540,-0.031020678,453.84569
11541,-0.031346002,453.8012128
11542,-0.031671326,453.7567356
11543,-0.031996651,453.7122584
11544,-0.032321975,453.6677812
11545,-0.032647299,453.6233041
11546,-0.032972623,453.5788269
11547,-0.033297947,453.5343497
11548,-0.033623271,453.4898725
11549,-0.033948595,453.4453953
11550,-0.03427392,453.4009181
11551,-0.034599244,453.3564409
11552,-0.034924568,453.3119637
11553,-0.035249892,453.2674865
11554,-0.035575216,453.2230093
11555,-0.03590054,453.1785322
11556,-0.036225864,453.134055
11557,-0.036551189,453.0895778
11558,-0.036876513,453.0451006
11559,-0.037201837,453.0006234
11560,-0.037527161,452.9561462
11561,-0.037852485,452.911669
11562,-0.038177809,452.8671918
11563,-0.038503133,452.8227146
11564,-0.038828458,452.7782374
11565,-0.039153782,452.7337602
11566,-0.039479106,452.6892831
11567,-0.03980443,452.6448059
11568,-0.040129754,452.6003287
11569,-0.040455078,452.5558515
11570,-0.040780402,452.5113743
11571,-0.041105727,452.4668971
11572,-0.041431051,452.4224199
